Cities;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;121;122;123;124;125;126;127
33;3528.002268;3778.467414;4873.380757;3699.290743;4924.196584;3776.686378;3899.394825;4153.383199;4265.268104;4734.732939;4268.421722;2645.206986;4358.884261;2647.749233;3535.622152;3321.734487;3387.914993;3528.002268;3805.082916;3364;3480;3623.95585;3862.991587;3856.018672;259.3838854;1254.731844;1888.343189;464;366.8242086;2075.071083;2132.634052;705.6004535;0;1870.443798;3051.483574;2757.288523;2900;1296.919427;1628.137586;2552;2498.716471;1755.39853;2116.801361;3740.887595;4119.22517;6546.553292;6033.115282;5841.610737;6157.84118;4439.936936;4051.705814;5433.457831;5926.226455;4408;6506.348899;5073.591233;4317.008223;6081.985202;6178.565529;5744.050139;5908.033852;5988.342008;8336.680394;6177.476507;9327.727269;6823.324703;4777.172385;4782.802526;5453.233903;5496.245992;5656.709998;3925.190441;4417.148401;4114.322301;4432.353776;3603.4761;3381.952099;2900;2498.716471;2200.945251;3581.000977;4760.242011;4547.732622;3489.653278;8776.992651;8877.600577;8737.811168;8835.058347;9560.680311;5496.245992;6001.809061;9860;4768.714712;6389.48386;3371.99051;7427.624115;2982.350751;8816.763125;11035.2526;5631.677548;8030.853504;7998.113778;3938.879028;9877.044092;3735.488188;3699.290743;10340.2793;3609.073011;7432.151775;7512.287534;8404.197999;8356.026807;7424.906195;3967.810479;4618.198783;5496.245992;2900;6059.820459;8436.956797;4317.008223;4618.198783;232;2715.490379;5599.328531;8480.702801;4130.642565;5889.785056
34;1888.343189;1972;3411.662351;2617.079288;3082.196619;2498.716471;2302.534256;3185.251011;3016;3116.926691;2957.431318;1411.200907;2645.206986;1142.467505;2240.332118;1640.487732;2447.022681;2909.265199;2822.401814;2252.312589;2562.523756;2593.838854;2757.288523;2678.06796;1740;935.2218988;1142.467505;1982.208869;2207.05052;696;1322.603493;2554.635003;1870.443798;0;1182.972527;935.2218988;1094.341811;580;259.3838854;733.6484172;836.4878959;478.2802526;259.3838854;1982.208869;2391.401263;4756;4177.6108;4051.705814;4331.011891;2647.749233;2200.945251;3597.870481;4101.219331;2562.523756;4642.899094;3208.401471;2447.022681;4512.086879;4982.60173;4462.609102;4537.364874;4676.109494;9277.824745;4593.365651;7526.603484;4997.432941;3971.200322;4462.609102;5580.07025;5347.335785;5231.58714;3036.01054;3829.757172;3612.799469;4777.172385;3735.488188;2957.431318;3250.070768;2284.93501;2188.683623;4518.047366;6129.367994;6019.718266;4348.066237;8496.554596;8622.319873;8532.113454;8678.319653;7966.928643;4158.240012;4571.342035;8288.116795;3787.36003;4723.351353;2805.665696;7488.96575;4040.065346;10115.97153;9402.442236;4020.031841;9827.192478;9706.642674;2287.877619;8774.692701;2287.877619;2391.401263;9258.224452;2422.15111;7348.396288;7076.950756;6796.649763;6640.430107;5731.151368;2546.721814;2900;4203.299656;3692.008667;4254.21203;8992.806014;2708.047267;2757.288523;1913.12101;2934.593669;3744.482875;6984.124856;5341.041097;5373.692957
35;1165.785572;905.9889624;2678.06796;2391.401263;1920.141661;2100.849352;1547.633031;2957.431318;2552;2231.304551;2438.760341;1485.524823;1672.975792;1069.467157;1888.343189;928;2391.401263;3009.300251;2645.206986;2091.21974;2498.716471;2422.15111;2479.796766;2345.954816;2909.265199;1985.600161;1815.687198;3155.541158;3381.952099;1249.358235;1834.121043;3728.276814;3051.483574;1182.972527;0;418.243948;418.243948;1755.39853;1434.840758;656.1950929;836.4878959;1453.475834;935.2218988;1160;1560.620389;3706.558512;3036.01054;3016;3235.547558;1560.620389;1037.535542;2438.760341;3011.535157;1467.296834;3460.612663;2025.852907;1276;3603.4761;4391.17843;3826.242021;3815.677135;3999.897999;9941.545152;3668.242086;6381.054458;3840.283323;3776.686378;4569.87002;5889.785056;5501.140245;5210.969967;2900;3815.677135;3686.537671;5259.803799;4190.474913;3185.251011;3876.899792;2793.649942;2831.920903;5311.989458;7067.437442;7007.206576;5115.849881;8442.537059;8581.648327;8525.802719;8700;6976.413979;3489.653278;3792.685592;7311.681612;3642.473885;3829.757172;3123.395588;7680.566646;5009.534909;11073.59598;8372.918249;3088.738254;10953.86471;10783.63352;1611.523503;8144.819212;1740;1985.600161;8793.075457;2138.934314;7453.846255;6961.933065;5920.547272;5655.520489;4681.861168;1975.408818;1902.541458;3573.477858;4476.157281;3191.581426;9442.428501;1874.037353;1577.770579;3095.266063;3668.242086;2567.76946;6081.985202;6225.213249;5453.233903
36;1037.535542;1037.535542;2593.838854;2100.849352;2167.058836;1859.621467;1453.475834;2678.06796;2345.954816;2228.287235;2252.312589;1094.341811;1724.463975;676.3904198;1624;778.1516562;2055.525237;2650.289041;2345.954816;1774.458791;2167.058836;2116.801361;2207.05052;2088;2593.838854;1624;1401.633333;2909.265199;3071.262932;844.4927472;1415.960451;3413.633841;2757.288523;935.2218988;418.243948;0;164.0487732;1467.296834;1194.293096;705.6004535;418.243948;1312.390186;676.3904198;1560.620389;1968.585279;4114.322301;3413.633841;3427.402515;3633.226665;1712.719475;1296.919427;2678.06796;3411.662351;1874.037353;3757.03926;2331.571144;1640.487732;3623.95585;4255.793228;3706.558512;3735.488188;3899.394825;9527.548268;3699.290743;6595.699205;4073.235569;3497.356716;4222.463736;5510.915713;5148.623117;4895.4199;2593.838854;3489.653278;3339.913771;4856.785768;3787.36003;2805.665696;3460.612663;2380.121005;2413.803637;4894.045361;6656.621365;6602.835754;4697.641962;8144.819212;8280.80769;8216.370975;8384.160304;7056.004535;3381.952099;3740.887595;7382.194796;3938.879028;4247.881354;3280.975465;7326.389561;4924.196584;11002.28049;8480.702801;3121.240779;10587.18471;10396.73256;1995.739462;8037.552861;1547.633031;1743.86238;9172.805896;1859.621467;7116.767806;6676.805224;6338.739307;6069.80461;4802.456038;1800.804265;1975.408818;3448.927949;4058.342519;3597.870481;9048.743559;1834.121043;1870.443798;2824.784594;3684.7122;2843.774956;6105.171578;5810.430621;5702.907329
37;883.4296803;883.4296803;2438.760341;2002.470474;2025.852907;1740;1296.919427;2575.617984;2216.176888;2065.321283;2116.801361;1069.467157;1560.620389;656.1950929;1512.454958;624.6791176;1982.208869;2593.838854;2252.312589;1688.985494;2091.21974;2025.852907;2100.849352;1975.408818;2730.315733;1743.86238;1467.296834;3062.487878;3208.401471;935.2218988;1453.475834;3548.917581;2900;1094.341811;418.243948;164.0487732;0;1615.69304;1352.78084;844.4927472;478.2802526;1476.438959;836.4878959;1577.770579;1975.408818;4051.705814;3321.734487;3371.99051;3558.383903;1556.303312;1165.785572;2533.478241;3339.913771;1815.687198;3625.811909;2207.05052;1547.633031;3460.612663;4111.050474;3558.383903;3581.000977;3748.074706;9537.429423;3535.622152;6442.962052;3925.190441;3395.849231;4158.240012;5471.709057;5088.15723;4812.252695;2504.095845;3411.662351;3274.817858;4845.690869;3776.686378;2767.031623;3480;2391.401263;2447.022681;4935.114994;6720.996355;6677.812816;4734.732939;8053.4415;8190.947198;8130.764294;8301.905323;6892.001161;3231.38608;3582.879289;7218.146022;4026.72075;4222.463736;3413.633841;7267.37917;5088.15723;11166.16747;8317.288981;2957.431318;10694.67157;10489.50485;2029.171259;7888.852895;1411.200907;1624;9210.867494;1755.39853;7046.462942;6579.358023;6311.082316;6018.600502;4640;1660.867243;1811.977925;3301.417877;4101.219331;3533.718721;9024.919279;1672.975792;1743.86238;2973.313303;3842.034878;2708.047267;5942.099292;5865.747352;5810.430621
38;2320;2498.716471;3776.686378;2803.266666;3633.226665;2767.031623;2717.966887;3339.913771;3283.025434;3550.812865;3250.070768;1611.523503;3123.395588;1476.438959;2509.463688;2091.21974;2567.76946;2920.805368;2973.313303;2438.760341;2678.06796;2757.288523;2957.431318;2906.951668;1160;518.7677708;1050.424676;1453.475834;1628.137586;905.9889624;1296.919427;1975.408818;1296.919427;580;1755.39853;1467.296834;1615.69304;0;366.8242086;1296.919427;1254.731844;656.1950929;820.2438662;2533.478241;2934.593669;5323.376372;4757.414424;4618.198783;4906.402348;3168.308066;2757.288523;4145.275865;4676.109494;3140.580838;5209.678685;3776.686378;3024.909916;4932.387657;5252.12338;4761.655174;4873.380757;4989.348655;8896.526963;5020.267722;8057.617514;5540.138626;4079.837252;4409.526052;5402.412794;5252.12338;5225.153012;3155.541158;3856.018672;3603.4761;4524;3522.276537;2900;2957.431318;2116.801361;1944.514335;4104.498995;5631.677548;5499.91709;3950.817637;8468.794483;8587.134563;8480.702801;8612.169994;8406.599312;4477.660103;4932.387657;8719.311899;4086.428269;5255.964992;2934.593669;7348.396288;3701.109023;9746.761513;9860;4456.574469;9252.408984;9146.362774;2803.266666;9027.900753;2629.901899;2670.520549;9625.204413;2647.749233;7251.623818;7091.196796;7316.281022;7190.128789;6210.06409;2881.380225;3381.952099;4504.625179;3297.339534;4824.819168;8715.452943;3134.147412;3321.734487;1357.74519;2805.665696;4304.522273;7382.194796;4873.380757;5540.138626
39;2132.634052;2231.304551;3642.473885;2788.829145;3339.913771;2698.091177;2544.078615;3347.961768;3216.778513;3364;3166.183823;1577.770579;2900;1352.78084;2438.760341;1888.343189;2593.838854;3016;2982.350751;2422.15111;2708.047267;2757.288523;2934.593669;2864.988656;1512.454958;820.2438662;1182.972527;1724.463975;1972;844.4927472;1396.824971;2320;1628.137586;259.3838854;1434.840758;1194.293096;1352.78084;366.8242086;0;935.2218988;1069.467157;366.8242086;518.7677708;2167.058836;2567.76946;4959.593532;4408;4254.21203;4547.732622;2906.951668;2457.995932;3856.018672;4317.008223;2786.415619;4895.4199;3460.612663;2690.599933;4757.414424;5187.677708;4676.109494;4761.655174;4894.045361;9210.137024;4840.133882;7785.838426;5255.964992;4119.22517;4547.732622;5612.530267;5416.094534;5337.260721;3185.251011;3945.705514;3713.812058;4772.945422;3748.074706;3036.01054;3223.047006;2311.283626;2179.44213;4429.316877;5988.342008;5862.305349;4268.421722;8596.531394;8719.311899;8622.319873;8762.416105;8217.189787;4377.367245;4802.456038;8536.843445;3799.77473;4889.919427;2730.315733;7540;3805.082916;9877.044092;9655.91135;4268.421722;9613.314101;9512.707291;2438.760341;8977.08104;2509.463688;2593.838854;9312.567852;2606.775786;7418.560507;7192.935423;6952.262366;6823.324703;5987.218386;2767.031623;3155.541158;4417.148401;3612.799469;4462.609102;8980.078396;2952.877918;3011.535157;1660.867243;2757.288523;3999.897999;7225.598937;5220;5322.112363
40;1724.463975;1560.620389;3274.817858;2786.415619;2546.721814;2562.523756;2132.634052;3365.999406;3051.483574;2864.988656;2957.431318;1688.985494;2320;1296.919427;2322.89819;1467.296834;2708.047267;3266.589659;3024.909916;2447.022681;2822.401814;2793.649942;2900;2786.415619;2447.022681;1660.867243;1724.463975;2593.838854;2902.319073;1160;1834.121043;3250.070768;2552;733.6484172;656.1950929;705.6004535;844.4927472;1296.919427;935.2218988;0;956.5605051;844.4927472;580;1249.358235;1660.867243;4026.72075;3481.932797;3321.734487;3612.799469;2216.176888;1672.975792;3064.683997;3381.952099;1856;4035.066294;2606.775786;1800.804265;4247.881354;4955.522172;4401.890503;4417.148401;4588.969383;9925.289719;4315.449455;7008.166665;4462.609102;4182.43948;4844.30222;6069.80461;5759.256897;5551.057557;3266.589659;4140.403845;3967.810479;5341.041097;4279.441085;3381.952099;3862.991587;2831.920903;2793.649942;5199.336881;6850.8779;6748.967328;5020.267722;8810.656275;8944.043828;8872.293954;9033.860747;7632.235845;4073.235569;4409.526052;7966.928643;3301.417877;3994.848683;2575.617984;7928.835476;4354.251256;10417.42003;9028.645967;3735.488188;10548.34888;10438.71103;1577.770579;8731.6491;2252.312589;2447.022681;8657.362185;2552;7744.248963;7352.972732;6073.129012;5906.894954;5337.260721;2504.095845;2554.635003;4145.275865;4366.595012;3528.002268;9555.753032;2490.625624;2179.44213;2562.523756;3024.909916;3168.308066;6728.999926;6049.819832;5021.607711
41;1069.467157;1296.919427;2575.617984;1859.621467;2460.731599;1688.985494;1476.438959;2438.760341;2200.945251;2302.534256;2132.634052;733.6484172;1870.443798;348;1434.840758;836.4878959;1755.39853;2311.283626;2088;1508;1870.443798;1856;1985.600161;1888.343189;2311.283626;1296.919427;991.1044345;2705.561679;2788.829145;464;997.869731;3123.395588;2498.716471;836.4878959;836.4878959;418.243948;478.2802526;1254.731844;1069.467157;956.5605051;0;1296.919427;624.6791176;1968.585279;2380.121005;4524;3799.77473;3840.283323;4035.066294;1944.514335;1624;2957.431318;3815.677135;2284.93501;4074.886992;2668;2025.852907;3692.008667;4158.240012;3631.374395;3701.109023;3842.034878;9113.939214;3776.686378;6829.238318;4334.117673;3248;3889.028671;5138.158425;4806.65705;4596.294159;2322.89819;3185.251011;3011.535157;4456.574469;3387.914993;2438.760341;3044.861902;1968.585279;1995.739462;4476.157281;6246.791176;6200.305799;4279.441085;7858.090353;7990.539406;7916.946886;8077.632326;7159.183194;3323.759317;3735.488188;7475.477777;4255.793228;4666.027004;3481.932797;6979.306556;4873.380757;10946.49168;8607.481397;3208.401471;10224.464;10012.35237;2391.401263;7950.867123;1453.475834;1577.770579;9555.753032;1640.487732;6788.725948;6406.30939;6756.937768;6484.597135;4955.522172;1712.719475;2129.476931;3371.99051;3640.62632;4006.620521;8657.362185;1888.343189;2204;2593.838854;3748.074706;3151.274028;6156.748493;5396.182354;5971.465482
42;2320;2320;3861.249539;3095.266063;3371.99051;2973.313303;2737.698303;3662.73559;3489.653278;3535.622152;3427.402515;1888.343189;3036.01054;1615.69304;2715.490379;2065.321283;2920.805368;3365.999406;3299.379336;2730.315733;3036.01054;3071.262932;3235.547558;3155.541158;1688.985494;1160;1547.633031;1755.39853;2116.801361;1165.785572;1755.39853;2460.731599;1755.39853;478.2802526;1453.475834;1312.390186;1476.438959;656.1950929;366.8242086;844.4927472;1296.919427;0;676.3904198;1985.600161;2365.945054;4791.235331;4306.084997;4086.428269;4409.526052;2993.609193;2490.625624;3890.758281;4177.6108;2678.06796;4878.899876;3448.927949;2645.206986;4932.387657;5453.233903;4928.293822;4993.392434;5138.158425;9550.118743;5009.534909;7834.080418;5291.685554;4445.994152;4906.402348;5979.347122;5779.08228;5688.732724;3510.79706;4292;4066.623169;5136.84884;4114.322301;3395.849231;3582.879289;2678.06796;2544.078615;4760.242011;6273.659219;6129.367994;4605.068512;8950.81136;9074.729748;8980.078396;9122.055909;8368.095602;4619.655398;5018.927375;8694.584981;3443.070722;4658.811866;2365.945054;7905.891474;3612.799469;9691.381738;9788.778065;4432.353776;9783.965658;9722.571676;2200.945251;9245.86221;2749.958545;2864.988656;8971.083324;2900;7781.516562;7540;6701.949567;6613.017466;6105.171578;3009.300251;3285.074124;4668.909937;3950.817637;4306.084997;9341.421733;3134.147412;3016;1740;2457.995932;4006.620521;7411.30164;5525.546489;4955.522172
43;1648.669767;1712.719475;3185.251011;2460.731599;2824.784594;2311.283626;2065.321283;3036.01054;2824.784594;2872.02507;2757.288523;1276;2391.401263;956.5605051;2055.525237;1396.824971;2320;2822.401814;2678.06796;2100.849352;2436;2447.022681;2593.838854;2504.095845;1975.408818;1100.472626;1160;2240.332118;2447.022681;624.6791176;1296.919427;2793.649942;2116.801361;259.3838854;935.2218988;676.3904198;836.4878959;820.2438662;518.7677708;580;624.6791176;676.3904198;0;1815.687198;2231.304551;4558.076787;3950.817637;3856.018672;4119.22517;2388.586193;1944.514335;3339.913771;3890.758281;2345.954816;4391.17843;2957.431318;2207.05052;4268.421722;4782.802526;4254.21203;4317.008223;4462.609102;9352.218988;4348.066237;7267.37917;4738.993986;3835.023859;4391.17843;5559.535232;5290.413972;5136.84884;2902.319073;3728.276814;3528.002268;4795.446173;3740.887595;2900;3297.339534;2287.877619;2228.287235;4619.655398;6277.947435;6184.007762;4441.452015;8403.397408;8532.113454;8448.909989;8601.225959;7717.269984;3944;4343.421693;8040.063681;3792.685592;4565.451128;2902.319073;7446.621784;4277.868628;10355.88335;9149.304673;3773.121784;10043.21542;9903.574304;2157.724728;8575.374044;2075.071083;2200.945251;9210.867494;2252.312589;7286.794631;6968.694569;6647.518635;6462.772161;5475.396607;2334.454969;2645.206986;3994.848683;3787.36003;4051.705814;9012.983524;2466.193829;2504.095845;2167.058836;3123.395588;3489.653278;6743.98102;5471.709057;5437.171323
44;2167.058836;1628.137586;3481.932797;3489.653278;2029.171259;3155.541158;2460.731599;4035.066294;3548.917581;2920.805368;3413.633841;2645.206986;2331.571144;2228.287235;2973.313303;1982.208869;3528.002268;4158.240012;3748.074706;3216.778513;3631.374395;3533.718721;3558.383903;3411.662351;3662.73559;2909.265199;2900;3712;4101.219331;2320;2957.431318;4445.994152;3740.887595;1982.208869;1160;1560.620389;1577.770579;2533.478241;2167.058836;1249.358235;1968.585279;1985.600161;1815.687198;0;418.243948;2805.665696;2391.401263;2100.849352;2438.760341;2025.852907;1411.200907;2482.508409;2207.05052;836.4878959;3185.251011;1888.343189;1094.341811;4145.275865;5225.153012;4645.79638;4561.027954;4778.580542;11080.88444;4182.43948;6287.585228;3776.686378;4844.30222;5706.445479;7046.462942;6640.430107;6313.214078;4006.620521;4935.114994;4824.819168;6416.802942;5347.335785;4343.421693;5009.534909;3937.170558;3950.817637;6405.259089;8093.442284;7997.272535;6217.643283;9512.707291;9655.91135;9611.914273;9794.275063;7271.08135;4298.265697;4482.165548;7625.180391;2670.520549;2749.958545;2575.617984;8819.052103;5036.324056;10961.23278;8569.880279;3633.226665;11766.42614;11679.76575;478.2802526;8872.293954;2757.288523;3044.861902;7640.165443;3231.38608;8575.374044;8018.277122;4834.570508;4658.811866;4922.83008;2957.431318;2479.796766;4409.526052;5569.208202;2322.89819;10602.42538;2668;1611.523503;3719.242934;3480;2460.731599;6538.326391;7281.252639;4561.027954
45;2498.716471;1913.12101;3719.242934;3840.283323;2091.21974;3489.653278;2757.288523;4372.753823;3856.018672;3132;3713.812058;3044.861902;2554.635003;2629.901899;3321.734487;2334.454969;3899.394825;4537.364874;4099.578515;3582.879289;3999.897999;3890.758281;3899.394825;3748.074706;4051.705814;3321.734487;3317.681118;4066.623169;4482.165548;2737.698303;3371.99051;4824.819168;4119.22517;2391.401263;1560.620389;1968.585279;1975.408818;2934.593669;2567.76946;1660.867243;2380.121005;2365.945054;2231.304551;418.243948;0;2438.760341;2132.634052;1740;2116.801361;2207.05052;1628.137586;2490.625624;1888.343189;778.1516562;3044.861902;1870.443798;1182.972527;4277.868628;5453.233903;4873.380757;4761.655174;4989.348655;11493.95528;4304.522273;6165.484571;3699.290743;5173.391924;6073.129012;7432.151775;7008.166665;6656.621365;4358.884261;5291.685554;5194.158257;6820.365973;5751.073639;4733.311737;5423.542754;4348.066237;4366.595012;6823.324703;8509.21477;8409.799998;6635.362236;9833.352226;9978.69731;9941.545152;10128.6003;7281.252639;4525.486935;4663.142288;7640.165443;2479.796766;2334.454969;2624.780372;9184.533957;5241.865317;11089.98828;8537.631522;3776.686378;12149.58106;12077.93426;328.0975465;9039.816812;3082.196619;3381.952099;7267.37917;3581.000977;8928.232972;8333.451626;4417.148401;4255.793228;4935.114994;3266.589659;2670.520549;4645.79638;5987.218386;1975.408818;10997.99909;2920.805368;1688.985494;4086.428269;3640.62632;2413.803637;6613.017466;7698.940187;4391.17843
46;4153.383199;3506.962218;4666.027004;5423.542754;2717.966887;5009.534909;4190.474913;5824.309058;5173.391924;4060;5009.534909;5036.324056;3692.008667;4668.909937;4946.0093;4119.22517;5616.125355;6268.294824;5665.029567;5290.413972;5688.732724;5510.915713;5416.094534;5252.12338;6464.853904;5656.709998;5514.577046;6505.31475;6906.6287;4955.522172;5501.140245;7251.623818;6546.553292;4756;3706.558512;4114.322301;4051.705814;5323.376372;4959.593532;4026.72075;4524;4791.235331;4558.076787;2805.665696;2438.760341;0;1037.535542;705.6004535;580;3280.975465;3088.738254;2647.749233;742.7624115;2240.332118;2091.21974;2302.534256;2546.721814;4549.2118;6124.975755;5602.93209;5347.335785;5606.533332;13457.99985;4512.086879;4721.926725;2900;6505.31475;7628.708934;9108.03162;8536.843445;8007.361613;5908.033852;6808.518194;6812.469743;8700;7659.514345;6542.441135;7481.77519;6388.430793;6484.597135;8974.832366;10770.52348;10713.5279;8768.556552;10906.46781;11064.47866;11080.88444;11300.3292;6506.348899;5295.498466;5148.623117;6870.491103;3713.812058;991.1044345;4631.291828;10634.7393;7488.96575;13050.90219;7453.846255;4204.899999;14569.89554;14460.97147;2670.520549;9108.03162;4605.068512;4932.387657;6350.404082;5183.785489;10277.62619;9410.310091;2509.463688;1995.739462;4408;4676.109494;3623.95585;5453.233903;8144.819212;518.7677708;12716.16106;4104.498995;2629.901899;6521.841458;5833.543006;2334.454969;6264;9917.152011;5362.41289
47;3268.64865;2650.289041;3642.473885;4477.660103;1724.463975;4060;3250.070768;4845.690869;4184.047801;3044.861902;4020.031841;4222.463736;2717.966887;3889.028671;4021.705111;3274.817858;4697.641962;5341.041097;4710.514197;4377.367245;4761.655174;4571.342035;4456.574469;4293.567281;5917.137146;5021.607711;4782.802526;6059.820459;6380;4254.21203;4733.311737;6728;6033.115282;4177.6108;3036.01054;3413.633841;3321.734487;4757.414424;4408;3481.932797;3799.77473;4306.084997;3950.817637;2391.401263;2132.634052;1037.535542;0;844.4927472;478.2802526;2320;2240.332118;1611.523503;478.2802526;1628.137586;1211.075555;1322.603493;1774.458791;3522.276537;5088.15723;4565.451128;4310.769769;4569.87002;12547.31844;3489.653278;4203.299656;2025.852907;5501.140245;6648.530665;8140.687932;7546.243569;6995.675235;4946.0093;5828.92786;5851.967191;7785.838426;6763.904198;5631.677548;6643.468973;5559.535232;5688.732724;8164.620261;10014.36808;9990.826192;7950.867123;9870.229987;10028.46668;10046.56439;10267.14683;5722.927922;4258.953862;4114.322301;6089.723803;4060;1859.621467;4666.027004;9625.204413;7373.075342;13161.78347;6796.649763;3168.308066;13989.42686;13809.8475;2438.760341;8140.687932;3668.242086;3991.478924;7348.396288;4247.881354;9258.224452;8375.328531;3541.326305;2952.877918;3510.79706;3713.812058;2624.780372;4417.148401;7345.649052;696;11743.53201;3121.240779;1712.719475;6042.030122;5759.256897;1296.919427;5356.135921;9137.531395;5870.333551
48;3535.622152;2881.380225;4203.299656;4840.133882;2231.304551;4432.353776;3612.799469;5272.579634;4640;3582.879289;4477.660103;4377.367245;3155.541158;3999.897999;4348.066237;3480;5009.534909;5665.029567;5088.15723;4681.861168;5088.15723;4921.463197;4845.690869;4681.861168;5759.256897;4955.522172;4829.000725;5804.638145;6201.390812;4265.268104;4824.819168;6546.553292;5841.610737;4051.705814;3016;3427.402515;3371.99051;4618.198783;4254.21203;3321.734487;3840.283323;4086.428269;3856.018672;2100.849352;1740;705.6004535;844.4927472;0;492.1463197;2737.698303;2466.193829;2279.038394;366.8242086;1556.303312;2055.525237;1815.687198;1902.541458;4254.21203;5759.256897;5213.551573;4989.348655;5245.714441;12829.93562;4233.602721;4989.348655;2869.681515;5987.218386;7071.244304;8532.113454;7990.539406;7497.944252;5337.260721;6253.250035;6236.011546;8080.130692;7030.212515;5926.226455;6824.310661;5729.977312;5813.903336;8304.336217;10083.32961;10019.74131;8100.920442;10479.23738;10634.7393;10637.90205;10850.18636;6567.075453;4889.919427;4812.252695;6933.850878;3285.074124;1100.472626;4046.721142;10115.30642;6859.710781;12517.79214;7626.06268;3856.018672;13864.30525;13757.61956;1985.600161;8938.77665;4020.031841;4348.066237;6613.017466;4593.365651;9780.526775;8974.832366;3036.01054;2647.749233;4348.066237;4114.322301;3123.395588;5041.664804;7471.876873;259.3838854;12140.71761;3573.477858;2065.321283;5818.530399;5213.551573;2002.470474;6187.270804;9236.397566;5053.660851
49;3603.4761;2964.248303;4086.428269;4856.785768;2138.934314;4441.452015;3623.95585;5249.560744;4596.294159;3480;4432.353776;4513.577738;3116.926691;4158.240012;4385.045496;3582.879289;5057.653211;5707.624374;5096.084772;4733.311737;5127.672376;4946.0093;4845.690869;4681.861168;6059.820459;5209.678685;5025.625533;6149.094242;6512.550345;4477.660103;4997.432941;6859.710781;6157.84118;4331.011891;3235.547558;3633.226665;3558.383903;4906.402348;4547.732622;3612.799469;4035.066294;4409.526052;4119.22517;2438.760341;2116.801361;580;478.2802526;492.1463197;0;2708.047267;2546.721814;2075.071083;232;1774.458791;1640.487732;1724.463975;2025.852907;3999.897999;5559.535232;5032.314776;4782.802526;5041.664804;12905.22809;3967.810479;4504.625179;2460.731599;5926.226455;7054.097249;8536.843445;7960.169847;7427.624115;5337.260721;6233.853383;6242.481558;8144.819212;7110.147115;5987.218386;6953.230041;5862.305349;5971.465482;8458.46038;10277.62619;10234.98705;8249.060068;10331.81727;10489.50485;10504.24676;10722.94363;6134.853869;4721.926725;4588.969383;6501.176509;3776.686378;1392;4518.047366;10055.26648;7304.316532;12998.7304;7162.001955;3640.62632;14158.17898;14016.33333;2391.401263;8612.169994;4040.065346;4366.595012;6870.491103;4619.655398;9697.627751;8834.296803;3088.738254;2554.635003;3959.323174;4104.498995;3044.861902;4878.899876;7632.235845;259.3838854;12144.04216;3528.002268;2065.321283;6149.094242;5666.21708;1766.859361;5810.430621;9413.884214;5534.063245
50;1050.424676;676.3904198;1547.633031;2157.724728;624.6791176;1740;935.2218988;2544.078615;1902.541458;935.2218988;1740;2091.21974;418.243948;1870.443798;1712.719475;1165.785572;2388.586193;3024.909916;2391.401263;2075.071083;2447.022681;2252.312589;2138.934314;1975.408818;4255.793228;3235.547558;2793.649942;4618.198783;4733.311737;2391.401263;2668;5066.956483;4439.936936;2647.749233;1560.620389;1712.719475;1556.303312;3168.308066;2906.951668;2216.176888;1944.514335;2993.609193;2388.586193;2025.852907;2207.05052;3280.975465;2320;2737.698303;2708.047267;0;624.6791176;1044;2544.078615;1525.741787;2216.176888;997.869731;1050.424676;2132.634052;3256.275173;2678.06796;2554.635003;2784;10231.69976;2179.44213;4889.919427;2391.401263;3250.070768;4348.066237;5828.92786;5259.803799;4761.655174;2629.901899;3528.002268;3535.622152;5471.709057;4462.609102;3323.759317;4401.890503;3347.961768;3528.002268;5944.363381;7851.237864;7876.049771;5722.927922;7798.78965;7950.867123;7939.858941;8144.819212;5423.542754;2331.571144;2460.731599;5762.76045;4676.109494;3799.77473;4513.577738;7377.636478;6570.148248;12631.75554;6812.469743;1615.69304;12064;11773.28569;2460.731599;6847.931074;1352.78084;1672.975792;9219.628626;1930.624769;7046.462942;6290.794544;5762.76045;5259.803799;3121.240779;1396.824971;464;2460.731599;5148.623117;2793.649942;9436.013565;836.4878959;676.3904198;4524;5199.336881;1296.919427;4575.755238;6949.358532;6579.358023
